"Parts Number","Production Status","Successor Model",Series,"Min. Category Temperature[deg.C]","Max. Category Temperature[deg.C]","Rated Voltage[Vdc]",Capacitance[μF],"Capacitance Tolerance Code","Dimensions ⌀D[mm]","Dimensions L[mm]","Dimensions T[mm]","Rated Ripple Current1[mArms]","Rated Ripple Current1(temp.)[deg.C]","Rated Ripple Current1(freq.)","Rated Ripple Current2[mArms]","Rated Ripple Current2(temp.)[deg.C]","Rated Ripple Current2(freq.)",ESR1[mOhm],ESR1(temp.)[deg.C],ESR1(freq.),ESR2[mOhm],ESR2(temp.)[deg.C],ESR2(freq.),Impedance1[Ohm],Impedance1(temp.)[deg.C],Impedance1(freq.),Impedance2[Ohm],Impedance2(temp.)[deg.C],Impedance2(freq.),"Dissipation Factor","Dissipation Factor(temp.)[deg.C]","Dissipation Factor(freq.)[Hz]","Leakage Current(1min.)[μA]","Leakage Current(2min.)[μA]","Leakage Current(3min.)[μA]","Leakage Current(5min.)[μA]","Leakage Current(temp.)[deg.C]",Endurance1(temp.)[deg.C],Endurance1[hrs.],Endurance1(load),Endurance2(temp.)[deg.C],Endurance2[hrs.],Endurance2(load),"Reference weight[g]",MOQ[pcs],"Temperature Characteristics, Case Code (inch/mm)",RoHS,AEC-Q200,URL(ja),URL(en),URL(zh),"Catalog PDF(ja)","Catalog PDF(en)","Catalog PDF(zh)"
EAVH100ELL470ME11S,"To Be Discontinued",,AVH,-40,85,10,47,M,5,11,,,,,,,,,,,,,,,,,,,,0.2,20,120,14.1,4.7,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH100ELL470ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH100ELL470ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH100ELL470ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH100ELL101MF11S,"To Be Discontinued",,AVH,-40,85,10,100,M,6.3,11,,,,,,,,,,,,,,,,,,,,0.2,20,120,30,10,,,20,85,1000,DC,,,,0.68,2000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH100ELL101MF11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH100ELL101MF11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH100ELL101MF11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH100ELL221MHB5S,"To Be Discontinued",,AVH,-40,85,10,220,M,8,11.5,,,,,,,,,,,,,,,,,,,,0.2,20,120,66,22,,,20,85,1000,DC,,,,1.1,1000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH100ELL221MHB5S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH100ELL221MHB5S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH100ELL221MHB5S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH160ELL330ME11S,"To Be Discontinued",,AVH,-40,85,16,33,M,5,11,,,,,,,,,,,,,,,,,,,,0.16,20,120,15.8,5.2,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH160ELL330ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH160ELL330ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH160ELL330ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH160ELL101MHB5S,"To Be Discontinued",,AVH,-40,85,16,100,M,8,11.5,,,,,,,,,,,,,,,,,,,,0.16,20,120,48,16,,,20,85,1000,DC,,,,1.1,1000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH160ELL101MHB5S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH160ELL101MHB5S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH160ELL101MHB5S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH250ELL220ME11S,"To Be Discontinued",,AVH,-40,85,25,22,M,5,11,,,,,,,,,,,,,,,,,,,,0.14,20,120,16.5,5.5,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH250ELL220ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH250ELL220ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH250ELL220ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH250ELL470MF11S,"To Be Discontinued",,AVH,-40,85,25,47,M,6.3,11,,,,,,,,,,,,,,,,,,,,0.14,20,120,35.2,11.7,,,20,85,1000,DC,,,,0.68,2000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH250ELL470MF11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH250ELL470MF11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH250ELL470MF11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH250ELL101MHB5S,"To Be Discontinued",,AVH,-40,85,25,100,M,8,11.5,,,,,,,,,,,,,,,,,,,,0.14,20,120,75,25,,,20,85,1000,DC,,,,1.1,1000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH250ELL101MHB5S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH250ELL101MHB5S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH250ELL101MHB5S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH350ELL330MF11S,"To Be Discontinued",,AVH,-40,85,35,33,M,6.3,11,,,,,,,,,,,,,,,,,,,,0.12,20,120,34.6,11.5,,,20,85,1000,DC,,,,0.68,2000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH350ELL330MF11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH350ELL330MF11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH350ELL330MF11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH500ELL1R0ME11S,"To Be Discontinued",,AVH,-40,85,50,1,M,5,11,,,,,,,,,,,,,,,,,,,,0.1,20,120,4,3,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH500ELL1R0ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH500ELL1R0ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH500ELL1R0ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH500ELL2R2ME11S,"To Be Discontinued",,AVH,-40,85,50,2.2,M,5,11,,,,,,,,,,,,,,,,,,,,0.1,20,120,4,3,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH500ELL2R2ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH500ELL2R2ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH500ELL2R2ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH500ELL3R3ME11S,"To Be Discontinued",,AVH,-40,85,50,3.3,M,5,11,,,,,,,,,,,,,,,,,,,,0.1,20,120,4.9,3,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH500ELL3R3ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH500ELL3R3ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH500ELL3R3ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH500ELL4R7ME11S,"To Be Discontinued",,AVH,-40,85,50,4.7,M,5,11,,,,,,,,,,,,,,,,,,,,0.1,20,120,7,3,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH500ELL4R7ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH500ELL4R7ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH500ELL4R7ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH500ELL100ME11S,"To Be Discontinued",,AVH,-40,85,50,10,M,5,11,,,,,,,,,,,,,,,,,,,,0.1,20,120,15,5,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH500ELL100ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH500ELL100ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH500ELL100ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH500ELL220MF11S,"To Be Discontinued",,AVH,-40,85,50,22,M,6.3,11,,,,,,,,,,,,,,,,,,,,0.1,20,120,33,11,,,20,85,1000,DC,,,,0.68,2000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH500ELL220MF11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH500ELL220MF11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH500ELL220MF11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH500ELL330MHB5S,"To Be Discontinued",,AVH,-40,85,50,33,M,8,11.5,,,,,,,,,,,,,,,,,,,,0.1,20,120,49.5,16.5,,,20,85,1000,DC,,,,1.1,1000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH500ELL330MHB5S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH500ELL330MHB5S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH500ELL330MHB5S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH500ELL470MHB5S,"To Be Discontinued",,AVH,-40,85,50,47,M,8,11.5,,,,,,,,,,,,,,,,,,,,0.1,20,120,70.5,23.5,,,20,85,1000,DC,,,,1.1,1000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH500ELL470MHB5S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH500ELL470MHB5S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH500ELL470MHB5S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH630ELL2R2ME11S,"To Be Discontinued",,AVH,-40,85,63,2.2,M,5,11,,,,,,,,,,,,,,,,,,,,0.09,20,120,4.1,3,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH630ELL2R2ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH630ELL2R2ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH630ELL2R2ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH630ELL3R3ME11S,"To Be Discontinued",,AVH,-40,85,63,3.3,M,5,11,,,,,,,,,,,,,,,,,,,,0.09,20,120,6.2,3,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH630ELL3R3ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH630ELL3R3ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH630ELL3R3ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH630ELL4R7ME11S,"To Be Discontinued",,AVH,-40,85,63,4.7,M,5,11,,,,,,,,,,,,,,,,,,,,0.09,20,120,8.8,3,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH630ELL4R7ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH630ELL4R7ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH630ELL4R7ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH630ELL100MF11S,"To Be Discontinued",,AVH,-40,85,63,10,M,6.3,11,,,,,,,,,,,,,,,,,,,,0.09,20,120,18.9,6.3,,,20,85,1000,DC,,,,0.68,2000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH630ELL100MF11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH630ELL100MF11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH630ELL100MF11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH630ELL220MHB5S,"To Be Discontinued",,AVH,-40,85,63,22,M,8,11.5,,,,,,,,,,,,,,,,,,,,0.09,20,120,41.5,13.8,,,20,85,1000,DC,,,,1.1,1000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH630ELL220MHB5S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH630ELL220MHB5S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH630ELL220MHB5S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH630ELL330MHB5S,"To Be Discontinued",,AVH,-40,85,63,33,M,8,11.5,,,,,,,,,,,,,,,,,,,,0.09,20,120,62.3,20.7,,,20,85,1000,DC,,,,1.1,1000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH630ELL330MHB5S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH630ELL330MHB5S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH630ELL330MHB5S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH101ELL1R0ME11S,"To Be Discontinued",,AVH,-40,85,100,1,M,5,11,,,,,,,,,,,,,,,,,,,,0.07,20,120,4,3,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH101ELL1R0ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH101ELL1R0ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH101ELL1R0ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH101ELL2R2ME11S,"To Be Discontinued",,AVH,-40,85,100,2.2,M,5,11,,,,,,,,,,,,,,,,,,,,0.07,20,120,6.6,3,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH101ELL2R2ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH101ELL2R2ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH101ELL2R2ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH101ELL3R3ME11S,"To Be Discontinued",,AVH,-40,85,100,3.3,M,5,11,,,,,,,,,,,,,,,,,,,,0.07,20,120,9.9,3.3,,,20,85,1000,DC,,,,0.46,3000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH101ELL3R3ME11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH101ELL3R3ME11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH101ELL3R3ME11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH101ELL4R7MF11S,"To Be Discontinued",,AVH,-40,85,100,4.7,M,6.3,11,,,,,,,,,,,,,,,,,,,,0.07,20,120,14.1,4.7,,,20,85,1000,DC,,,,0.68,2000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH101ELL4R7MF11S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH101ELL4R7MF11S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH101ELL4R7MF11S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH101ELL100MHB5S,"To Be Discontinued",,AVH,-40,85,100,10,M,8,11.5,,,,,,,,,,,,,,,,,,,,0.07,20,120,30,10,,,20,85,1000,DC,,,,1.1,1000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH101ELL100MHB5S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH101ELL100MHB5S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH101ELL100MHB5S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
