Parts Number,Production Status,Successor Model,Series,Min. Category Temperature[deg.C],Max. Category Temperature[deg.C],Rated Voltage[Vdc],Capacitance[μF],Capacitance Tolerance Code,Pin Qty,Pin Size,Pin Spacing,Dimensions ⌀D[mm],Package,Polarization,SMD Land Size,Mounting Type,Dimensions L[mm],Dimensions T[mm],Rated Ripple Current1[mArms],Rated Ripple Current1(temp.)[deg.C],Rated Ripple Current1(freq.),Rated Ripple Current2[mArms],Rated Ripple Current2(temp.)[deg.C],Rated Ripple Current2(freq.),ESR1[mOhm],ESR1(temp.)[deg.C],ESR1(freq.),ESR2[mOhm],ESR2(temp.)[deg.C],ESR2(freq.),Impedance1[Ohm],Impedance1(temp.)[deg.C],Impedance1(freq.),Impedance2[Ohm],Impedance2(temp.)[deg.C],Impedance2(freq.),Dissipation Factor,Dissipation Factor(temp.)[deg.C],Dissipation Factor(freq.)[Hz],Leakage Current(1min.)[μA],Leakage Current(2min.)[μA],Leakage Current(3min.)[μA],Leakage Current(5min.)[μA],Leakage Current(temp.)[deg.C],Endurance1(temp.)[deg.C],Endurance1[hrs.],Endurance1(load),Endurance2(temp.)[deg.C],Endurance2[hrs.],Endurance2(load),Reference weight[g],MOQ[pcs],"Temperature Characteristics, Case Code (inch/mm)",RoHS,AEC-Q200,URL(ja),URL(en),URL(zh),Catalog PDF(ja),Catalog PDF(en),Catalog PDF(zh)
EAVH630ELL331MK25S,In Production,,AVH,-40,85,63,330,M,2,0.8,5,12.5,Radial,Polar,,Through Hole,25,,,,,,,,,,,,,,,,,,,,0.09,20,120,623,207,,,20,85,1000,DC,,,,4.7,1000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH630ELL331MK25S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH630ELL331MK25S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH630ELL331MK25S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH800ELL221MK25S,In Production,,AVH,-40,85,80,220,M,2,0.8,5,12.5,Radial,Polar,,Through Hole,25,,,,,,,,,,,,,,,,,,,,0.08,20,120,528,176,,,20,85,1000,DC,,,,4.7,1000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH800ELL221MK25S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH800ELL221MK25S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH800ELL221MK25S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH101ELL101MK20S,In Production,,AVH,-40,85,100,100,M,2,0.8,5,12.5,Radial,Polar,,Through Hole,20,,,,,,,,,,,,,,,,,,,,0.07,20,120,300,100,,,20,85,1000,DC,,,,4,1000,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH101ELL101MK20S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH101ELL101MK20S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH101ELL101MK20S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH6R3ELL332ML25S,In Production,,AVH,-40,85,6.3,3300,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,25,,,,,,,,,,,,,,,,,,,,0.28,20,120,623,207,,,20,85,1000,DC,,,,8.6,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH6R3ELL332ML25S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH6R3ELL332ML25S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH6R3ELL332ML25S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH6R3ELL472MLN3S,In Production,,AVH,-40,85,6.3,4700,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,31.5,,,,,,,,,,,,,,,,,,,,0.3,20,120,888,296,,,20,85,1000,DC,,,,10,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH6R3ELL472MLN3S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH6R3ELL472MLN3S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH6R3ELL472MLN3S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH6R3ELL682MLP1S,In Production,,AVH,-40,85,6.3,6800,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,35.5,,,,,,,,,,,,,,,,,,,,0.34,20,120,1280,428,,,20,85,1000,DC,,,,11,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH6R3ELL682MLP1S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH6R3ELL682MLP1S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH6R3ELL682MLP1S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH100ELL222ML25S,In Production,,AVH,-40,85,10,2200,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,25,,,,,,,,,,,,,,,,,,,,0.22,20,120,660,220,,,20,85,1000,DC,,,,8.6,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH100ELL222ML25S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH100ELL222ML25S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH100ELL222ML25S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH100ELL332MLN3S,In Production,,AVH,-40,85,10,3300,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,31.5,,,,,,,,,,,,,,,,,,,,0.24,20,120,990,330,,,20,85,1000,DC,,,,10,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH100ELL332MLN3S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH100ELL332MLN3S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH100ELL332MLN3S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH100ELL472MLP1S,In Production,,AVH,-40,85,10,4700,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,35.5,,,,,,,,,,,,,,,,,,,,0.26,20,120,1410,470,,,20,85,1000,DC,,,,11,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH100ELL472MLP1S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH100ELL472MLP1S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH100ELL472MLP1S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH160ELL222ML25S,In Production,,AVH,-40,85,16,2200,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,25,,,,,,,,,,,,,,,,,,,,0.18,20,120,1050,352,,,20,85,1000,DC,,,,8.6,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH160ELL222ML25S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH160ELL222ML25S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH160ELL222ML25S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH160ELL332MLP1S,In Production,,AVH,-40,85,16,3300,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,35.5,,,,,,,,,,,,,,,,,,,,0.2,20,120,1580,528,,,20,85,1000,DC,,,,11,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH160ELL332MLP1S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH160ELL332MLP1S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH160ELL332MLP1S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH250ELL102ML25S,In Production,,AVH,-40,85,25,1000,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,25,,,,,,,,,,,,,,,,,,,,0.14,20,120,750,250,,,20,85,1000,DC,,,,8.6,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH250ELL102ML25S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH250ELL102ML25S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH250ELL102ML25S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH250ELL222MLP1S,In Production,,AVH,-40,85,25,2200,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,35.5,,,,,,,,,,,,,,,,,,,,0.16,20,120,1650,550,,,20,85,1000,DC,,,,11,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH250ELL222MLP1S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH250ELL222MLP1S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH250ELL222MLP1S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH350ELL102ML25S,In Production,,AVH,-40,85,35,1000,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,25,,,,,,,,,,,,,,,,,,,,0.12,20,120,1050,350,,,20,85,1000,DC,,,,8.6,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH350ELL102ML25S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH350ELL102ML25S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH350ELL102ML25S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH500ELL471ML25S,In Production,,AVH,-40,85,50,470,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,25,,,,,,,,,,,,,,,,,,,,0.1,20,120,705,235,,,20,85,1000,DC,,,,8.6,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH500ELL471ML25S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH500ELL471ML25S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH500ELL471ML25S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH500ELL102MLN3S,In Production,,AVH,-40,85,50,1000,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,31.5,,,,,,,,,,,,,,,,,,,,0.1,20,120,1500,500,,,20,85,1000,DC,,,,10,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH500ELL102MLN3S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH500ELL102MLN3S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH500ELL102MLN3S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH630ELL471ML25S,In Production,,AVH,-40,85,63,470,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,25,,,,,,,,,,,,,,,,,,,,0.09,20,120,888,296,,,20,85,1000,DC,,,,8.6,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH630ELL471ML25S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH630ELL471ML25S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH630ELL471ML25S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH800ELL331MLN3S,In Production,,AVH,-40,85,80,330,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,31.5,,,,,,,,,,,,,,,,,,,,0.08,20,120,792,264,,,20,85,1000,DC,,,,10,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH800ELL331MLN3S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH800ELL331MLN3S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH800ELL331MLN3S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH800ELL471MLP1S,In Production,,AVH,-40,85,80,470,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,35.5,,,,,,,,,,,,,,,,,,,,0.08,20,120,1120,376,,,20,85,1000,DC,,,,11,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH800ELL471MLP1S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH800ELL471MLP1S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH800ELL471MLP1S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH101ELL221ML25S,In Production,,AVH,-40,85,100,220,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,25,,,,,,,,,,,,,,,,,,,,0.07,20,120,660,220,,,20,85,1000,DC,,,,8.6,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH101ELL221ML25S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH101ELL221ML25S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH101ELL221ML25S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH101ELL331MLN3S,In Production,,AVH,-40,85,100,330,M,2,0.8,7.5,16,Radial,Polar,,Through Hole,31.5,,,,,,,,,,,,,,,,,,,,0.07,20,120,990,330,,,20,85,1000,DC,,,,10,500,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH101ELL331MLN3S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH101ELL331MLN3S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH101ELL331MLN3S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH6R3ELL103MM40S,In Production,,AVH,-40,85,6.3,10000,M,2,0.8,7.5,18,Radial,Polar,,Through Hole,40,,,,,,,,,,,,,,,,,,,,0.42,20,120,1890,630,,,20,85,1000,DC,,,,16,250,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH6R3ELL103MM40S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH6R3ELL103MM40S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH6R3ELL103MM40S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH100ELL682MM40S,In Production,,AVH,-40,85,10,6800,M,2,0.8,7.5,18,Radial,Polar,,Through Hole,40,,,,,,,,,,,,,,,,,,,,0.3,20,120,2040,680,,,20,85,1000,DC,,,,16,250,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH100ELL682MM40S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH100ELL682MM40S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH100ELL682MM40S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH160ELL472MMP1S,In Production,,AVH,-40,85,16,4700,M,2,0.8,7.5,18,Radial,Polar,,Through Hole,35.5,,,,,,,,,,,,,,,,,,,,0.22,20,120,2250,752,,,20,85,1000,DC,,,,15,250,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH160ELL472MMP1S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH160ELL472MMP1S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH160ELL472MMP1S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH250ELL332MM40S,In Production,,AVH,-40,85,25,3300,M,2,0.8,7.5,18,Radial,Polar,,Through Hole,40,,,,,,,,,,,,,,,,,,,,0.18,20,120,2470,825,,,20,85,1000,DC,,,,16,250,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH250ELL332MM40S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH250ELL332MM40S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH250ELL332MM40S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH350ELL222MMP1S,In Production,,AVH,-40,85,35,2200,M,2,0.8,7.5,18,Radial,Polar,,Through Hole,35.5,,,,,,,,,,,,,,,,,,,,0.14,20,120,2310,770,,,20,85,1000,DC,,,,15,250,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH350ELL222MMP1S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH350ELL222MMP1S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH350ELL222MMP1S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH630ELL102MMP1S,In Production,,AVH,-40,85,63,1000,M,2,0.8,7.5,18,Radial,Polar,,Through Hole,35.5,,,,,,,,,,,,,,,,,,,,0.09,20,120,1890,630,,,20,85,1000,DC,,,,15,250,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH630ELL102MMP1S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH630ELL102MMP1S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH630ELL102MMP1S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
EAVH101ELL471MMP1S,In Production,,AVH,-40,85,100,470,M,2,0.8,7.5,18,Radial,Polar,,Through Hole,35.5,,,,,,,,,,,,,,,,,,,,0.07,20,120,1410,470,,,20,85,1000,DC,,,,15,250,,Compliant,,https://www.chemi-con.co.jp/products/detail-condenser.php?part_number=EAVH101ELL471MMP1S,https://www.chemi-con.co.jp/en/products/detail-condenser.php?part_number=EAVH101ELL471MMP1S,https://www.chemi-con.co.jp/cn/products/detail-condenser.php?part_number=EAVH101ELL471MMP1S,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-j.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-e.PDF,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/AVHLL-c.PDF
