Part Number,Description,Symbol,Footprint,Manufacturer Part Description,Manufacturer Name,Manufacturer Part Number,Value,Tolerance,Component Type,Rated Voltage,Series
CAPT2_WIMA_0500P_1D,CAP FILM 150pF 2.5% 100VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2D001501D00HSSD,1.5E-10,0.025,Capacitor,100,FKP2
CAPT2_WIMA_1000P_3C,CAP FILM 33nF 10.0% 630VDC RAD,cap,CAPT2_WIMA_1000P_3C,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4J023303C00KSSD,0.000000033,0.1,Capacitor,630,MKP4
CAPT2_WIMA_0750P_2C,CAP FILM 2n2 5.0% 400VDC RAD,cap,CAPT2_WIMA_0750P_2C,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3G012202C00JSSD,2.2E-09,0.05,Capacitor,400,FKP3
CAPT2_WIMA_0500P_1J,CAP FILM 3n3 2.5% 800VDC RAD,cap,CAPT2_WIMA_0500P_1J,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2L013301J00HSSD,3.3E-09,0.025,Capacitor,800,FKP2
CAPT2_WIMA_0250P_0B,CAP FILM 330pF 5.0% 400VDC RAD,cap,CAPT2_WIMA_0250P_0B,FKP02 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP0G003300B00JSSD,3.3E-10,0.05,Capacitor,400,FKP0
CAPT2_WIMA_1500P_4B,CAP FILM 22nF 5.0% 1000VDC RAD,cap,CAPT2_WIMA_1500P_4B,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4O122204B00JSSD,0.000000022,0.05,Capacitor,1000,MKP4
CAPT2_WIMA_1000P_3F,CAP FILM 3n3 10.0% 630VDC RAD,cap,CAPT2_WIMA_1000P_3F,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3J013303F00KSSD,3.3E-09,0.1,Capacitor,630,FKP3
CAPT2_WIMA_0500P_1L,CAP FILM 10nF 5.0% 400VDC RAD,cap,CAPT2_WIMA_0500P_1L,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2G021001L00JSSD,0.00000001,0.05,Capacitor,400,FKP2
CAPT2_WIMA_1000P_3G,CAP FILM 100nF 10.0% 400VDC RAD,cap,CAPT2_WIMA_1000P_3G,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4G031003G00KSSD,0.0000001,0.1,Capacitor,400,MKP4
CAPT2_WIMA_1000P_3F,CAP FILM 4n7 5.0% 400VDC RAD,cap,CAPT2_WIMA_1000P_3F,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3G014703F00JSSD,4.7E-09,0.05,Capacitor,400,FKP3
CAPT2_WIMA_1000P_3F,CAP FILM 3n3 5.0% 630VDC RAD,cap,CAPT2_WIMA_1000P_3F,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3J013303F00JSSD,3.3E-09,0.05,Capacitor,630,FKP3
CAPT2_WIMA_1500P_4F,CAP FILM 150nF 10.0% 630VDC RAD,cap,CAPT2_WIMA_1500P_4F,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4J031504F00KSSD,0.00000015,0.1,Capacitor,630,MKP4
CAPT2_WIMA_1500P_4B,CAP FILM 6n8 5.0% 630VDC RAD,cap,CAPT2_WIMA_1500P_4B,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3J016804B00JSSD,6.8E-09,0.05,Capacitor,630,FKP3
CAPT2_WIMA_2250P_5B,CAP FILM 680nF 5.0% 250VDC RAD,cap,CAPT2_WIMA_2250P_5B,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4F036805B00JSSD,0.00000068,0.05,Capacitor,250,MKP4
CAPT2_WIMA_1500P_4F,CAP FILM 33nF 5.0% 400VDC RAD,cap,CAPT2_WIMA_1500P_4F,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3G023304F00JSSD,0.000000033,0.05,Capacitor,400,FKP3
CAPT2_WIMA_2750P_6B,CAP FILM 1uF 20.0% 400VDC RAD,cap,CAPT2_WIMA_2750P_6B,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4G041006B00MSSD,0.000001,0.2,Capacitor,400,MKP4
CAPT2_WIMA_2750P_6B,CAP FILM 220nF 5.0% 1000VDC RAD,cap,CAPT2_WIMA_2750P_6B,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4O132206B00JSSD,0.00000022,0.05,Capacitor,1000,MKP4
CAPT2_WIMA_3750P_7H,CAP FILM 6u8 10.0% 630VDC RAD,cap,CAPT2_WIMA_3750P_7H,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4J046807H00KSSD,0.0000068,0.1,Capacitor,630,MKP4
CAPT2_WIMA_0500P_1D,CAP FILM 150pF 10.0% 400VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2G001501D00KSSD,1.5E-10,0.1,Capacitor,400,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 330pF 10.0% 1000VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2O103301D00KSSD,3.3E-10,0.1,Capacitor,1000,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 330pF 5.0% 1000VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2O103301D00JSSD,3.3E-10,0.05,Capacitor,1000,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 100pF 5.0% 63VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2C001001D00JSSD,1E-10,0.05,Capacitor,63,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 150pF 5.0% 800VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2L001501D00JSSD,1.5E-10,0.05,Capacitor,800,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 150pF 5.0% 400VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2G001501D00JSSD,1.5E-10,0.05,Capacitor,400,FKP2
CAPT2_WIMA_0500P_1G,CAP FILM 2n2 10.0% 630VDC RAD,cap,CAPT2_WIMA_0500P_1G,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2J012201G00KSSD,2.2E-09,0.1,Capacitor,630,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 470pF 5.0% 250VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2F004701D00JSSD,4.7E-10,0.05,Capacitor,250,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 680pF 5.0% 100VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2D006801D00JSSD,6.8E-10,0.05,Capacitor,100,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 1n5 5.0% 250VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2F011501D00JSSD,1.5E-09,0.05,Capacitor,250,FKP2
CAPT2_WIMA_0750P_2B,CAP FILM 22nF 10.0% 250VDC RAD,cap,CAPT2_WIMA_0750P_2B,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4F022202B00KSSD,0.000000022,0.1,Capacitor,250,MKP4
CAPT2_WIMA_0750P_2B,CAP FILM 10nF 10.0% 630VDC RAD,cap,CAPT2_WIMA_0750P_2B,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4J021002B00KSSD,0.00000001,0.1,Capacitor,630,MKP4
CAPT2_WIMA_1000P_3C,CAP FILM 15nF 10.0% 630VDC RAD,cap,CAPT2_WIMA_1000P_3C,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4J021503C00KSSD,0.000000015,0.1,Capacitor,630,MKP4
CAPT2_WIMA_0500P_1D,CAP FILM 150pF 2.5% 400VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2G001501D00HSSD,1.5E-10,0.025,Capacitor,400,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 100pF 2.5% 800VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2L001001D00HSSD,1E-10,0.025,Capacitor,800,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 100pF 2.5% 630VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2J001001D00HSSD,1E-10,0.025,Capacitor,630,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 330pF 5.0% 1000VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2O103301D00JI00,3.3E-10,0.05,Capacitor,1000,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 100pF 5.0% 100VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2D001001D00JI00,1E-10,0.05,Capacitor,100,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 100pF 5.0% 630VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2J001001D00JI00,1E-10,0.05,Capacitor,630,FKP2
CAPT2_WIMA_0500P_1I,CAP FILM 4n7 10.0% 630VDC RAD,cap,CAPT2_WIMA_0500P_1I,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2J014701I00KSSD,4.7E-09,0.1,Capacitor,630,FKP2
CAPT2_WIMA_0500P_1G,CAP FILM 470pF 2.5% 1000VDC RAD,cap,CAPT2_WIMA_0500P_1G,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2O104701G00HSSD,4.7E-10,0.025,Capacitor,1000,FKP2
CAPT2_WIMA_0750P_2C,CAP FILM 1nF 10.0% 630VDC RAD,cap,CAPT2_WIMA_0750P_2C,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3J011002C00KSSD,0.000000001,0.1,Capacitor,630,FKP3
CAPT2_WIMA_0750P_2C,CAP FILM 1n5 10.0% 400VDC RAD,cap,CAPT2_WIMA_0750P_2C,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3G011502C00KSSD,1.5E-09,0.1,Capacitor,400,FKP3
CAPT2_WIMA_0500P_1G,CAP FILM 3n3 2.5% 100VDC RAD,cap,CAPT2_WIMA_0500P_1G,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2D013301G00HSSD,3.3E-09,0.025,Capacitor,100,FKP2
CAPT2_WIMA_0750P_2C,CAP FILM 15nF 5.0% 630VDC RAD,cap,CAPT2_WIMA_0750P_2C,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4J021502C00JSSD,0.000000015,0.05,Capacitor,630,MKP4
CAPT2_WIMA_0750P_2B,CAP FILM 22nF 5.0% 250VDC RAD,cap,CAPT2_WIMA_0750P_2B,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4F022202B00JSSD,0.000000022,0.05,Capacitor,250,MKP4
CAPT2_WIMA_0750P_2C,CAP FILM 3n3 10.0% 400VDC RAD,cap,CAPT2_WIMA_0750P_2C,MKP10 Metallized Polypropylene (PP) Capacitors,WIMA,MKP1G013302C00KF00,3.3E-09,0.1,Capacitor,400,MKP1
CAPT2_WIMA_0750P_2C,CAP FILM 10nF 10.0% 400VDC RAD,cap,CAPT2_WIMA_0750P_2C,MKP10 Metallized Polypropylene (PP) Capacitors,WIMA,MKP1G021002C00KF00,0.00000001,0.1,Capacitor,400,MKP1
CAPT2_WIMA_0750P_2C,CAP FILM 22nF 10.0% 250VDC RAD,cap,CAPT2_WIMA_0750P_2C,MKP10 Metallized Polypropylene (PP) Capacitors,WIMA,MKP1F022202C00KF00,0.000000022,0.1,Capacitor,250,MKP1
CAPT2_WIMA_0750P_2C,CAP FILM 2n2 10.0% 1000VDC RAD,cap,CAPT2_WIMA_0750P_2C,MKP10 Metallized Polypropylene (PP) Capacitors,WIMA,MKP1O112202C00KF00,2.2E-09,0.1,Capacitor,1000,MKP1
CAPT2_WIMA_0500P_1G,CAP FILM 3n3 2.5% 400VDC RAD,cap,CAPT2_WIMA_0500P_1G,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2G013301G00HSSD,3.3E-09,0.025,Capacitor,400,FKP2
CAPT2_WIMA_0750P_2D,CAP FILM 22nF 10.0% 630VDC RAD,cap,CAPT2_WIMA_0750P_2D,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4J022202D00KSSD,0.000000022,0.1,Capacitor,630,MKP4
CAPT2_WIMA_1000P_3C,CAP FILM 3n3 10.0% 1600VDC RAD,cap,CAPT2_WIMA_1000P_3C,MKP10 Metallized Polypropylene (PP) Capacitors,WIMA,MKP1T013303C00KI00,3.3E-09,0.1,Capacitor,1600,MKP1
CAPT2_WIMA_0750P_2B,CAP FILM 100pF 5.0% 1000VDC RAD,cap,CAPT2_WIMA_0750P_2B,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3O101002B00JSSD,1E-10,0.05,Capacitor,1000,FKP3
CAPT2_WIMA_0750P_2B,CAP FILM 680pF 5.0% 630VDC RAD,cap,CAPT2_WIMA_0750P_2B,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3J006802B00JSSD,6.8E-10,0.05,Capacitor,630,FKP3
CAPT2_WIMA_0500P_1D,CAP FILM 220pF 2.5% 1000VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2O102201D00HI00,2.2E-10,0.025,Capacitor,1000,FKP2
CAPT2_WIMA_0500P_1G,CAP FILM 10nF 2.5% 63VDC RAD,cap,CAPT2_WIMA_0500P_1G,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2C021001G00HF00,0.00000001,0.025,Capacitor,63,FKP2
CAPT2_WIMA_1000P_3A,CAP FILM 3n3 5.0% 250VDC RAD,cap,CAPT2_WIMA_1000P_3A,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3F013303A00JSSD,3.3E-09,0.05,Capacitor,250,FKP3
CAPT2_WIMA_1500P_4B,CAP FILM 3n3 10.0% 2500VDC RAD,cap,CAPT2_WIMA_1500P_4B,MKP10 Metallized Polypropylene (PP) Capacitors,WIMA,MKP1V013304B00KSSD,3.3E-09,0.1,Capacitor,2500,MKP1
CAPT2_WIMA_0750P_2B,CAP FILM 4n7 5.0% 100VDC RAD,cap,CAPT2_WIMA_0750P_2B,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3D014702B00JI00,4.7E-09,0.05,Capacitor,100,FKP3
CAPT2_WIMA_0500P_1I,CAP FILM 10nF 2.5% 100VDC RAD,cap,CAPT2_WIMA_0500P_1I,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2D021001I00HSSD,0.00000001,0.025,Capacitor,100,FKP2
CAPT2_WIMA_1500P_4B,CAP FILM 220nF 20.0% 250VDC RAD,cap,CAPT2_WIMA_1500P_4B,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4F032204B00MSSD,0.00000022,0.2,Capacitor,250,MKP4
CAPT2_WIMA_1000P_3F,CAP FILM 4n7 10.0% 400VDC RAD,cap,CAPT2_WIMA_1000P_3F,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3G014703F00KSSD,4.7E-09,0.1,Capacitor,400,FKP3
CAPT2_WIMA_1500P_4B,CAP FILM 100nF 5.0% 250VDC RAD,cap,CAPT2_WIMA_1500P_4B,MKP10 Metallized Polypropylene (PP) Capacitors,WIMA,MKP1F031004B00JI00,0.0000001,0.05,Capacitor,250,MKP1
CAPT2_WIMA_0750P_2E,CAP FILM 150nF 5.0% 100VDC RAD,cap,CAPT2_WIMA_0750P_2E,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4D031502E00JSSD,0.00000015,0.05,Capacitor,100,MKP4
CAPT2_WIMA_1500P_4C,CAP FILM 6n8 10.0% 2000VDC RAD,cap,CAPT2_WIMA_1500P_4C,MKP10 Metallized Polypropylene (PP) Capacitors,WIMA,MKP1U016804C00KI00,6.8E-09,0.1,Capacitor,2000,MKP1
CAPT2_WIMA_1500P_4C,CAP FILM 22nF 10.0% 1000VDC RAD,cap,CAPT2_WIMA_1500P_4C,MKP10 Metallized Polypropylene (PP) Capacitors,WIMA,MKP1O122204C00KI00,0.000000022,0.1,Capacitor,1000,MKP1
CAPT2_WIMA_0750P_2E,CAP FILM 150nF 10.0% 250VDC RAD,cap,CAPT2_WIMA_0750P_2E,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4F031502E00KSSD,0.00000015,0.1,Capacitor,250,MKP4
CAPT2_WIMA_1000P_3F,CAP FILM 150nF 5.0% 250VDC RAD,cap,CAPT2_WIMA_1000P_3F,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4F031503F00JSSD,0.00000015,0.05,Capacitor,250,MKP4
CAPT2_WIMA_1500P_4C,CAP FILM 150nF 10.0% 250VDC RAD,cap,CAPT2_WIMA_1500P_4C,MKP10 Metallized Polypropylene (PP) Capacitors,WIMA,MKP1F031504C00KI00,0.00000015,0.1,Capacitor,250,MKP1
CAPT2_WIMA_1000P_3G,CAP FILM 220nF 10.0% 250VDC RAD,cap,CAPT2_WIMA_1000P_3G,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4F032203G00KSSD,0.00000022,0.1,Capacitor,250,MKP4
CAPT2_WIMA_0500P_1L,CAP FILM 10nF 2.5% 400VDC RAD,cap,CAPT2_WIMA_0500P_1L,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2G021001L00HSP1,0.00000001,0.025,Capacitor,400,FKP2
CAPT2_WIMA_1500P_4C,CAP FILM 330nF 10.0% 250VDC RAD,cap,CAPT2_WIMA_1500P_4C,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4F033304C00KSSD,0.00000033,0.1,Capacitor,250,MKP4
CAPT2_WIMA_1000P_3F,CAP FILM 47nF 5.0% 630VDC RAD,cap,CAPT2_WIMA_1000P_3F,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4J024703F00JSSD,0.000000047,0.05,Capacitor,630,MKP4
CAPT2_WIMA_0500P_1L,CAP FILM 10nF 2.5% 630VDC RAD,cap,CAPT2_WIMA_0500P_1L,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2J021001L00HSSD,0.00000001,0.025,Capacitor,630,FKP2
CAPT2_WIMA_1000P_3G,CAP FILM 4n7 10.0% 630VDC RAD,cap,CAPT2_WIMA_1000P_3G,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3J014703G00KSSD,4.7E-09,0.1,Capacitor,630,FKP3
CAPT2_WIMA_0250P_0B,CAP FILM 330pF 2.5% 63VDC RAD,cap,CAPT2_WIMA_0250P_0B,FKP02 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP0C003300B00HSSD,3.3E-10,0.025,Capacitor,63,FKP0
CAPT2_WIMA_1000P_3G,CAP FILM 4n7 10.0% 630VDC RAD,cap,CAPT2_WIMA_1000P_3G,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3J014703G00KI00,4.7E-09,0.1,Capacitor,630,FKP3
CAPT2_WIMA_2250P_5B,CAP FILM 47nF 5.0% 630VDC RAD,cap,CAPT2_WIMA_2250P_5B,MKP10 Metallized Polypropylene (PP) Capacitors,WIMA,MKP1J024705B00JH00,0.000000047,0.05,Capacitor,630,MKP1
CAPT2_WIMA_2750P_6B,CAP FILM 680nF 5.0% 630VDC RAD,cap,CAPT2_WIMA_2750P_6B,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4J036806B00JSSD,0.00000068,0.05,Capacitor,630,MKP4
CAPT2_WIMA_2750P_6F,CAP FILM 2u2 5.0% 250VDC RAD,cap,CAPT2_WIMA_2750P_6F,MKP10 Metallized Polypropylene (PP) Capacitors,WIMA,MKP1F042206F00JH00,0.0000022,0.05,Capacitor,250,MKP1
CAPT2_WIMA_0500P_1D,CAP FILM 220pF 1.0% 100VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2D002201D00ESSD,2.2E-10,0.01,Capacitor,100,FKP2
CAPT2_WIMA_2750P_6G,CAP FILM 680nF 10.0% 1000VDC RAD,cap,CAPT2_WIMA_2750P_6G,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4O136806G00KSSD,0.00000068,0.1,Capacitor,1000,MKP4
CAPT2_WIMA_3750P_7F,CAP FILM 3u3 10.0% 630VDC RAD,cap,CAPT2_WIMA_3750P_7F,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4J043307F00KSSD,0.0000033,0.1,Capacitor,630,MKP4
CAPT2_WIMA_3750P_7G,CAP FILM 1u5 10.0% 1000VDC RAD,cap,CAPT2_WIMA_3750P_7G,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4O141507G00KSSD,0.0000015,0.1,Capacitor,1000,MKP4
CAPT2_WIMA_3750P_7G,CAP FILM 6u8 10.0% 400VDC RAD,cap,CAPT2_WIMA_3750P_7G,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4G046807G00KSSD,0.0000068,0.1,Capacitor,400,MKP4
CAPT2_WIMA_3750P_7G,CAP FILM 6u8 5.0% 400VDC RAD,cap,CAPT2_WIMA_3750P_7G,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4G046807G00JSSD,0.0000068,0.05,Capacitor,400,MKP4
CAPT2_WIMA_3750P_7G,CAP FILM 22uF 10.0% 100VDC RAD,cap,CAPT2_WIMA_3750P_7G,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4D052207G00KSSD,0.000022,0.1,Capacitor,100,MKP4
CAPT2_WIMA_3750P_7H,CAP FILM 33uF 5.0% 100VDC RAD,cap,CAPT2_WIMA_3750P_7H,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4D053307H00JSSD,0.000033,0.05,Capacitor,100,MKP4
CAPT2_WIMA_0500P_1D,CAP FILM 560pF 2.5% 100VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2D005601D00HSSD,5.6E-10,0.025,Capacitor,100,FKP2
CAPT2_WIMA_0500P_1D,CAP FILM 270pF 2.5% 100VDC RAD,cap,CAPT2_WIMA_0500P_1D,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2D002701D00HSSD,2.7E-10,0.025,Capacitor,100,FKP2
CAPT2_WIMA_0250P_0B,CAP FILM 100pF 10.0% 100VDC RAD,cap,CAPT2_WIMA_0250P_0B,FKP02 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP0D001000B00KSSD,1E-10,0.1,Capacitor,100,FKP0
CAPT2_WIMA_0250P_0B,CAP FILM 1nF 5.0% 100VDC RAD,cap,CAPT2_WIMA_0250P_0B,FKP02 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP0D011000B00JSSD,0.000000001,0.05,Capacitor,100,FKP0
CAPT2_WIMA_0750P_2C,CAP FILM 22nF 5.0% 400VDC RAD,cap,CAPT2_WIMA_0750P_2C,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4G022202C00JSSD,0.000000022,0.05,Capacitor,400,MKP4
CAPT2_WIMA_0500P_1G,CAP FILM 10nF 2.5% 63VDC RAD,cap,CAPT2_WIMA_0500P_1G,FKP2 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP2C021001G00HSP1,0.00000001,0.025,Capacitor,63,FKP2
CAPT2_WIMA_1500P_4J,CAP FILM 220nF 2.5% 63VDC RAD,cap,CAPT2_WIMA_1500P_4J,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3C032204J00HSSD,0.00000022,0.025,Capacitor,63,FKP3
CAPT2_WIMA_1500P_4J,CAP FILM 220nF 1.0% 63VDC RAD,cap,CAPT2_WIMA_1500P_4J,FKP3 Polypropylene (PP) Film and Foil Capacitors for Pulse Applications,WIMA,FKP3C032204J00ESSD,0.00000022,0.01,Capacitor,63,FKP3
CAPT2_WIMA_5250P_9J,CAP FILM 150uF 5.0% 100VDC RAD,cap,CAPT2_WIMA_5250P_9J,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4D061509J00JSSD,0.00015,0.05,Capacitor,100,MKP4
CAPT2_WIMA_5250P_9J,CAP FILM 10uF 10.0% 1000VDC RAD,cap,CAPT2_WIMA_5250P_9J,MKP4 Metallized Polypropylene (PP) Capacitors,WIMA,MKP4O151009JD4KSSD,0.00001,0.1,Capacitor,1000,MKP4
